date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:29:29	63237/63237	---MCZ	200	added ('OK')	text/html	etag:W/%22f705-3dKNUrUqet2CxE1VMtp9LgmuHKc%22	https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/registration.mercadolivre.com.br/registration-companya45a.html	(from )
20:29:29	48/48	---M--	200	added ('OK')	text/plain	date:Fri,%2018%20Feb%202022%2023:29:25%20GMT	https://registration.mercadolivre.com.br/robots.txt		(from )
20:29:29	916/916	---M--	200	added ('OK')	image/png	etag:%22394-M1Nc4IJOlHaHtlcjHMGtXA5gByU%22	https://http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/60x60-precomposed.png	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/60x60-precomposed.png	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:30	1108/1108	---M--	200	added ('OK')	image/png	etag:%22454-rUTfUa2/ji5Oozy0GYOtiYMGh74%22	https://http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/76x76-precomposed.png	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/76x76-precomposed.png	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:30	1565/1565	---M--	200	added ('OK')	image/png	etag:%2261d-hwtJpRVwNCQdTxaBTakWaccCpW4%22	https://http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/120x120-precomposed.png	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/120x120-precomposed.png	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:30	2252/2252	---M--	200	added ('OK')	image/png	etag:%228cc-idhuHWUum2cwfs2kMVRq/hOVk1c%22	https://http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/152x152-precomposed.png	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/152x152-precomposed.png	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:31	2029/2029	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2023:29:26%20GMT	http://js.hs-scripts.com/6179356.js	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/js.hs-scripts.com/6179356.js	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:31	51975/51975	---M-Z	200	added ('OK')	text/css	etag:W/%22bab94a756f2fe5ac25f26bf907afa5e7%22	https://http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/navigation-desktop.css	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/navigation-desktop.css	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:31	47588/47588	---M-Z	200	added ('OK')	text/css	etag:W/%22b7571f28fbcafe5a9226310f613ada45%22	https://http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/navigation-mobile.css	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/ui-navigation/5.18.1/mercadolibre/navigation-mobile.css	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:31	1590/1590	---M-Z	200	added ('OK')	text/css	etag:%22906cb882a9ccd4e175ba626e151ff236%22	https://http2.mlstatic.com/storage/auth-library/2.6.1/layout/styles.css	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/storage/auth-library/2.6.1/layout/styles.css	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:31	56953/56953	---M-Z	200	added ('OK')	text/css	etag:W/%22cfad8ea68aa9c1cee8584a22ab3ea257%22	https://http2.mlstatic.com/frontend-assets/registration-fend/registration.60c0d8b2.css	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/frontend-assets/registration-fend/registration.60c0d8b2.css	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
20:29:32	69541/69541	---M-Z	200	added ('OK')	application/javascript	etag:1ceeb1937519d626fda4ce5610f2564d	https://http2.mlstatic.com/analytics/ga/mlb-ml-analytics.min.js	C:/Users/eduar/Desktop/Mercado%20Livre/Brabox/http2.mlstatic.com/analytics/ga/mlb-ml-analytics.min.js	(from https://registration.mercadolivre.com.br/registration-company?rtx=9fe655e0-980d-49ab-9b7a-43f9458f821f)
